1a06_A	17	145	Q63450	nonHumanMammal
4u4v_A	42	424	P10903	bacteria
4u63_A	48	149	A9CJC9	bacteria
4u6h_E	1	167	P07612	virus
4u6h_E	22	164	P07612	virus
4u7d_A	123	361	P46063	human
4u7d_A	123	405	P46063	human
4u7d_A	154	353	P46063	human
4u7d_A	16	347	P46063	human
4u7d_A	240	356	P46063	human
4u7d_A	25	373	P46063	human
4u7d_A	277	353	P46063	human
4u7d_A	82	405	P46063	human
4u7l_A	150	377	Q96JA1	human
4u7l_A	21	401	Q96JA1	human
4u7l_A	24	383	Q96JA1	human
4u7l_A	315	353	Q96JA1	human
4u7l_A	391	402	Q96JA1	human
4u8v_D	41	123	nan	nan
4uak_A	129	284	Q9Y5S2	human
4uas_A	90	198	P95649	bacteria
4uas_A	90	223	P95649	bacteria
4udp_A	218	520	E4QP00	bacteria
4udp_A	3	520	E4QP00	bacteria
4udr_A	218	525	E4QP00	bacteria
4udr_A	3	525	E4QP00	bacteria
4ue8_A	1	135	P48598	invertebrate
4ue8_A	19	163	P48598	invertebrate
4ue8_A	52	126	P48598	invertebrate
4ue8_A	55	163	P48598	invertebrate
4ueg_A	1	115	O15488	human
4ueg_A	1	231	O15488	human
4ueg_A	4	215	O15488	human
4uer_F	9	71	A0A0J9X208	plantfungi
4ueu_A	1	257	nan	nan
4uhv_A	481	611	Q9I741	bacteria
4uj3_B	1	39	Q96QF0	human
4um8_B	412	423	P18564	human
4um9_B	95	153	P18564	human
4uml_A	29	184	Q9NXN4	human
4umq_A	15	148	Q14680	human
4utq_A	20	40	P25714	bacteria
4uu3_A	12	112	C6F3U5	bacteria
4uu3_A	2	94	C6F3U5	bacteria
4uuc_A	1	190	Q8WXH4	human
4uuc_A	1	221	Q8WXH4	human
4uuc_A	1	64	Q8WXH4	human
4uuc_A	1	90	Q8WXH4	human
4uuc_A	101	222	Q8WXH4	human
4uuc_A	132	222	Q8WXH4	human
4uuc_A	134	192	Q8WXH4	human
4uuc_A	164	222	Q8WXH4	human
4uuc_A	18	222	Q8WXH4	human
4uuc_A	31	50	Q8WXH4	human
4uuc_A	32	126	Q8WXH4	human
4uuc_A	35	190	Q8WXH4	human
4uuc_A	35	222	Q8WXH4	human
4uuc_A	4	47	Q8WXH4	human
4uuc_A	5	154	Q8WXH4	human
4uuc_A	67	222	Q8WXH4	human
4uuc_A	68	190	Q8WXH4	human
4uuc_A	98	189	Q8WXH4	human
4uw8_A	218	402	P13390	virus
4ux3_A	2	159	P47037	plantfungi
4ux3_A	322	409	P47037	plantfungi
4ux3_A	322	427	P47037	plantfungi
4uxj_A	2	165	Q4QC75	invertebrate
4uxj_A	2	95	Q4QC75	invertebrate
4uy9_A	115	267	P80192	human
4uy9_A	5	275	P80192	human
4uy9_A	54	271	P80192	human
4uya_A	171	232	Q5TCX8	human
4uya_A	19	265	Q5TCX8	human
4uya_A	19	37	Q5TCX8	human
4uzh_A	67	190	O14965	human
4uzh_A	93	190	O14965	human
4v0k_A	1	151	A8JF99	plantfungi
4v0q_A	1	852	Q5UB51	virus
4v0q_A	214	852	Q5UB51	virus
4v0r_A	1	853	Q5UB51	virus
4v0r_A	14	255	Q5UB51	virus
4v0r_A	214	853	Q5UB51	virus
4v0r_A	5	833	Q5UB51	virus
4v0u_E	1	21	nan	nan
4v16_A	151	235	Q6CN23	plantfungi
4v2d_A	28	256	Q8BLU0	nonHumanMammal
4v2i_A	1	50	A0A023T3X2	bacteria
4v2i_A	146	285	A0A023T3X2	bacteria
4v2i_A	3	300	A0A023T3X2	bacteria
4v2i_A	3	316	A0A023T3X2	bacteria
4v2i_A	47	175	A0A023T3X2	bacteria
4v2i_A	60	299	A0A023T3X2	bacteria
4v2i_A	66	170	A0A023T3X2	bacteria
4v2i_A	66	187	A0A023T3X2	bacteria
4v2i_A	66	316	A0A023T3X2	bacteria
4v2i_A	77	235	A0A023T3X2	bacteria
4v2i_A	79	287	A0A023T3X2	bacteria
4v3k_C	1	76	Q9H0F5	human
4w5w_A	37	100	P10896	plantfungi
4w6q_A	20	333	A0A0M3KKZ0	bacteria
4w7p_A	129	268	Q13464	human
4w7s_A	289	411	P23394	plantfungi
4w7s_A	328	406	P23394	plantfungi
4w7s_A	348	400	P23394	plantfungi
4wa8_A	1	113	Q8TXU4	bacteria
4wa8_A	1	192	Q8TXU4	bacteria
4wa8_A	1	228	Q8TXU4	bacteria
4wa8_A	1	250	Q8TXU4	bacteria
4wa8_A	1	266	Q8TXU4	bacteria
4wa8_A	1	288	Q8TXU4	bacteria
4wa8_A	1	304	Q8TXU4	bacteria
4wa8_A	1	88	Q8TXU4	bacteria
4wa8_A	102	199	Q8TXU4	bacteria
4wa8_A	27	88	Q8TXU4	bacteria
4wa8_A	4	147	Q8TXU4	bacteria
4wa8_A	54	146	Q8TXU4	bacteria
4wa8_A	88	153	Q8TXU4	bacteria
4wa8_A	88	284	Q8TXU4	bacteria
4wa8_A	89	182	Q8TXU4	bacteria
4wb7_A	173	337	P17612	human
4wb7_A	176	286	P17612	human
4wb7_A	192	258	P17612	human
4wb7_A	193	284	P17612	human
4wb7_A	193	336	P17612	human
4wb7_A	211	310	P17612	human
4wb7_A	237	287	P17612	human
4wb7_A	98	248	P17612	human
4wfe_A	169	254	Q9NYG8	human
4wfx_A	1	463	P03313	virus
4wij_A	1	111	P23246	human
4wij_A	1	144	P23246	human
4wij_A	1	59	P23246	human
4wj4_A	2	106	Q51422	bacteria
4wk0_B	102	250	P05556	human
4wk0_B	103	233	P05556	human
4wm8_C	30	244	Q68T42	virus
4wno_A	105	214	O75385	human
4wno_A	128	214	O75385	human
4wno_A	14	272	O75385	human
4wno_A	33	272	O75385	human
4wno_A	36	214	O75385	human
4wno_A	5	212	O75385	human
4wno_A	5	228	O75385	human
4wno_A	56	224	O75385	human
4wno_A	6	164	O75385	human
4wno_A	63	272	O75385	human
4wno_A	65	203	O75385	human
4wno_A	82	209	O75385	human
4wnx_A	260	429	Q9JI33	nonHumanMammal
4wo5_A	1	267	P15056	human
4wpx_A	106	169	G0SAR7	plantfungi
4wse_A	1	496	Q5UQS6	virus
4wua_A	1	153	Q96SB4	human
4wuy_A	16	91	Q9NRG4	human
4wuy_A	162	269	Q9NRG4	human
4wuy_A	167	237	Q9NRG4	human
4wuy_A	199	269	Q9NRG4	human
4wvs_A	3	79	nan	nan
4ww0_A	48	117	O67077	bacteria
4wxd_A	1	155	P9WJW5	bacteria
4wyl_A	110	399	P03311	virus
4wyw_A	110	396	P03311	virus
4wyw_A	160	394	P03311	virus
4wyw_A	160	428	P03311	virus
4wyw_A	225	391	P03311	virus
4wyw_A	66	430	P03311	virus
4wyw_A	92	448	P03311	virus
4wz3_B	27	175	Q5X159	bacteria
4wzm_A	110	396	P03311	virus
4wzq_A	110	399	P03311	virus
4x2b_A	111	396	P03311	virus
4x4w_A	20	71	Q96Q11	human
4x7q_B	109	244	Q9P1W9	human
4x7q_B	15	244	Q9P1W9	human
4x7q_B	69	244	Q9P1W9	human
4xa1_A	41	119	Q15691	human
4xa1_A	46	154	Q15691	human
4xa1_A	48	137	Q15691	human
4xa1_A	5	118	Q15691	human
4xa1_A	65	130	Q15691	human
4xa3_A	1	115	Q15691	human
4xa3_A	11	89	Q15691	human
4xa3_A	21	127	Q15691	human
4xa3_A	26	111	Q15691	human
4xa3_A	42	115	Q15691	human
4xa3_A	44	131	Q15691	human
4xa3_A	66	121	Q15691	human
4xa4_A	114	201	P12883	human
4xa4_A	131	201	P12883	human
4xa4_A	147	201	P12883	human
4xa4_A	98	201	P12883	human
4xa6_A	26	131	Q15691	human
4xa6_A	43	136	Q15691	human
4xa6_A	46	101	Q15691	human
4xa6_A	50	117	Q15691	human
4xa6_A	60	136	Q15691	human
4xae_A	199	292	Q9LHN8	plantfungi
4xbm_A	131	254	O00548	human
4xbm_A	132	186	O00548	human
4xbm_A	149	254	O00548	human
4xbm_A	167	254	O00548	human
4xbm_A	183	254	O00548	human
4xbm_A	204	254	O00548	human
4xbm_A	224	253	O00548	human
4xbm_A	40	254	O00548	human
4xbr_A	120	297	O96013	human
4xbr_A	45	303	O96013	human
4xbr_A	60	195	O96013	human
4xbr_A	97	304	O96013	human
4xct_A	113	158	P14780	human
4xcz_A	272	398	F8RC03	bacteria
4xgi_A	197	265	Q2SZ78	bacteria
4xhi_A	1	664	Q6A562	virus
4xhi_A	141	347	Q6A562	virus
4xhi_A	350	655	Q6A562	virus
4xhi_A	451	664	Q6A562	virus
4xhi_A	94	449	Q6A562	virus
4xi2_A	265	422	P35991	nonHumanMammal
4xi2_A	326	416	P35991	nonHumanMammal
4xi8_A	139	186	E6YGF5	bacteria
4xi8_A	61	159	E6YGF5	bacteria
4xjc_A	18	173	Q9KFV3	bacteria
4xkz_A	12	178	Q9HXH0	bacteria
4xkz_A	35	171	Q9HXH0	bacteria
4xkz_A	39	135	Q9HXH0	bacteria
4xkz_A	5	138	Q9HXH0	bacteria
4xnh_C	1	159	Q08689	plantfungi
4xnv_A	17	341	P47900	human
4xpc_A	149	232	P03355	virus
4xpz_A	11	102	Q9P376	plantfungi
4xqk_A	152	210	A0A0M3KL05	bacteria
4xqk_A	523	595	A0A0M3KL05	bacteria
4xrp_A	169	312	C2M8N3	bacteria
4xrp_A	9	312	C2M8N3	bacteria
4xul_A	7	366	G5CQN7	virus
4xv9_A	1	257	P15056	human
4xyi_B	1	14	nan	nan
4y0x_A	66	220	P9WI73	bacteria
4y1w_A	1	196	A3UNN4	bacteria
4y1w_A	48	166	A3UNN4	bacteria
4y2c_A	140	408	P12296	virus
4y2c_A	5	444	P12296	virus
4y2c_A	90	435	P12296	virus
4y2e_A	1	146	Q16829	human
4y2e_A	47	143	Q16829	human
4y2e_A	64	146	Q16829	human
4y34_A	1	463	Q5UEA2	virus
4y5q_A	11	207	A3FQ16	invertebrate
4y5q_A	17	165	A3FQ16	invertebrate
4y5q_A	90	207	A3FQ16	invertebrate
4y72_B	24	255	P14635	human
4y72_B	93	162	P14635	human
4y85_A	103	304	P41279	human
4y85_A	131	295	P41279	human
4y85_A	148	238	P41279	human
4y85_A	63	178	P41279	human
4yb9_D	64	192	P58353	nonHumanMammal
4yc5_A	1	16	nan	nan
4yc5_A	149	214	nan	nan
4yc5_A	186	215	nan	nan
4ydu_A	3	139	P05852	bacteria
4ydu_A	3	197	P05852	bacteria
4ydu_A	3	314	P05852	bacteria
4ydw_A	39	129	nan	nan
4ydw_A	5	146	nan	nan
4ye7_A	19	109	P87582	virus
4ye7_A	3	109	P87582	virus
4ye7_A	3	91	P87582	virus
4yeb_B	30	70	Q8BGT1	nonHumanMammal
4yeg_A	45	244	Q5NEQ5	bacteria
4yeg_A	48	228	Q5NEQ5	bacteria
4yei_B	33	151	nan	nan
4yer_A	1	102	Q9X1C3	bacteria
4yer_A	112	213	Q9X1C3	bacteria
4yer_A	118	229	Q9X1C3	bacteria
4yer_A	128	197	Q9X1C3	bacteria
4yer_A	130	213	Q9X1C3	bacteria
4yer_A	135	231	Q9X1C3	bacteria
4yer_A	146	214	Q9X1C3	bacteria
4yer_A	147	198	Q9X1C3	bacteria
4yer_A	17	102	Q9X1C3	bacteria
4yer_A	18	69	Q9X1C3	bacteria
4yer_A	19	215	Q9X1C3	bacteria
4yer_A	19	232	Q9X1C3	bacteria
4yer_A	2	168	Q9X1C3	bacteria
4yer_A	2	69	Q9X1C3	bacteria
4yer_A	21	165	Q9X1C3	bacteria
4yer_A	21	198	Q9X1C3	bacteria
4yer_A	24	182	Q9X1C3	bacteria
4yer_A	3	210	Q9X1C3	bacteria
4yer_A	3	228	Q9X1C3	bacteria
4yer_A	35	217	Q9X1C3	bacteria
4yer_A	5	187	Q9X1C3	bacteria
4yer_A	74	211	Q9X1C3	bacteria
4yer_A	8	286	Q9X1C3	bacteria
4yfi_A	168	269	Q59H18	human
4yfk_C	379	1131	A7ZUK1	bacteria
4yfk_C	512	579	A7ZUK1	bacteria
4yfk_C	648	1341	A7ZUK1	bacteria
4yfk_C	656	1125	A7ZUK1	bacteria
4yfk_C	657	803	A7ZUK1	bacteria
4yfk_D	557	922	A7ZUK2	bacteria
4ygr_A	87	206	B6YTD6	bacteria
4yhj_A	126	427	P32298	human
4yhj_A	156	447	P32298	human
4yhj_A	157	430	P32298	human
4yhj_A	158	363	P32298	human
4yhj_A	160	413	P32298	human
4yhj_A	161	347	P32298	human
4yhj_A	161	463	P32298	human
4yhj_A	162	315	P32298	human
4yhj_A	189	357	P32298	human
4yhj_A	228	363	P32298	human
4yhj_A	230	409	P32298	human
4yhj_A	258	350	P32298	human
4yhj_A	258	368	P32298	human
4yhj_A	258	429	P32298	human
4yhj_A	259	401	P32298	human
4yhj_A	272	332	P32298	human
4yhj_A	275	367	P32298	human
4yhj_A	278	411	P32298	human
4yhj_A	279	348	P32298	human
4yhj_A	281	427	P32298	human
4yhj_A	299	363	P32298	human
4yht_A	115	199	P15056	human
4yke_A	2	405	G0RYR3	plantfungi
4ykn_A	76	192	P42336	human
4ymk_A	32	313	P13516	nonHumanMammal
4ymk_A	67	264	P13516	nonHumanMammal
4ymk_A	67	295	P13516	nonHumanMammal
4ymr_A	4	76	Q3UR97	nonHumanMammal
4yn1_A	1	233	O70709	virus
4yn1_A	1	249	O70709	virus
4yn1_A	141	235	O70709	virus
4yn1_A	234	261	O70709	virus
4yn2_A	1	235	A0A0J9X287	virus
4yn2_A	1	282	A0A0J9X287	virus
4yn2_A	247	282	A0A0J9X287	virus
4ynd_A	124	271	Q9NRG4	human
4ynd_A	5	89	Q9NRG4	human
4ynm_A	74	208	Q9NR48	human
4ynu_A	2	133	B8MX95	plantfungi
4ynz_A	10	174	Q69Z98	nonHumanMammal
4ynz_A	34	250	Q69Z98	nonHumanMammal
4ynz_A	53	252	Q69Z98	nonHumanMammal
4ynz_A	6	157	Q69Z98	nonHumanMammal
4ynz_A	7	201	Q69Z98	nonHumanMammal
4ynz_A	7	255	Q69Z98	nonHumanMammal
4ynz_A	73	247	Q69Z98	nonHumanMammal
4yom_B	108	218	Q69Z98	nonHumanMammal
4yom_B	55	208	Q69Z98	nonHumanMammal
4yom_B	82	153	Q69Z98	nonHumanMammal
4ypc_A	2	83	nan	nan
4ypl_A	13	524	A0A059VAZ3	bacteria
4ypl_A	201	524	A0A059VAZ3	bacteria
4ypm_A	186	251	A0A059VAZ3	bacteria
4ypn_A	1	63	A0A059VAZ3	bacteria
4ypn_A	103	251	A0A059VAZ3	bacteria
4ypn_A	105	231	A0A059VAZ3	bacteria
4ypn_A	113	204	A0A059VAZ3	bacteria
4ypn_A	24	244	A0A059VAZ3	bacteria
4yr8_G	1	142	Q9BY84	human
4yr8_G	44	135	Q9BY84	human
4ysj_A	94	269	Q3HNM4	invertebrate
4ysj_A	98	209	Q3HNM4	invertebrate
4yur_A	55	168	O00444	human
4yus_A	108	331	K9TLZ5	bacteria
4yus_A	125	308	K9TLZ5	bacteria
4yus_A	143	306	K9TLZ5	bacteria
4yze_A	1	169	P67430	bacteria
4z0v_A	114	203	Q6L8Q7	human
4z0v_A	115	435	Q6L8Q7	human
4z0v_A	120	338	Q6L8Q7	human
4z1v_A	178	295	Q9NWT6	human
4z1v_A	183	272	Q9NWT6	human
4z24_A	1	65	Q5UPL2	virus
4z24_A	1	650	Q5UPL2	virus
4z24_A	191	339	Q5UPL2	virus
4z24_A	2	140	Q5UPL2	virus
4z24_A	2	338	Q5UPL2	virus
4z24_A	214	311	Q5UPL2	virus
4z24_A	247	647	Q5UPL2	virus
4z24_A	252	623	Q5UPL2	virus
4z24_A	4	120	Q5UPL2	virus
4z24_A	5	310	Q5UPL2	virus
4z24_A	5	383	Q5UPL2	virus
4z24_A	541	626	Q5UPL2	virus
4z24_A	565	626	Q5UPL2	virus
4z24_A	575	647	Q5UPL2	virus
4z24_A	65	634	Q5UPL2	virus
4z24_A	80	339	Q5UPL2	virus
4z5w_A	496	542	Q8LPB4	plantfungi
4z5w_A	59	166	Q8LPB4	plantfungi
4z6c_A	141	237	P06746	human
4z8t_A	61	280	Q6TKR8	bacteria
4za2_A	114	229	nan	nan
4za2_A	7	164	nan	nan
4zaj_A	109	436	P54136	human
4zaj_A	115	171	P54136	human
4zaj_A	259	437	P54136	human
4zaj_A	259	578	P54136	human
4zaj_A	40	578	P54136	human
4zaj_A	415	577	P54136	human
4zb3_A	1	236	Q9SU14	plantfungi
4zb3_A	123	216	Q9SU14	plantfungi
4zb3_A	59	216	Q9SU14	plantfungi
4zb3_A	95	216	Q9SU14	plantfungi
4zb3_A	95	249	Q9SU14	plantfungi
4zc0_A	355	443	O25916	bacteria
4zce_A	2	49	L7N6F8	invertebrate
4zci_A	1	214	P32132	bacteria
4zci_A	1	439	P32132	bacteria
4zci_A	47	125	P32132	bacteria
4zdt_A	1	66	Q9P7M3	plantfungi
4zfh_A	1	109	nan	nan
4zfh_A	1	135	nan	nan
4zfh_A	1	157	nan	nan
4zfh_A	17	141	nan	nan
4zfh_A	17	157	nan	nan
4zfh_A	19	123	nan	nan
4zfh_A	37	157	nan	nan
4zfh_A	38	133	nan	nan
4zfl_A	43	115	A0R5M9	bacteria
4zgp_A	1	116	Q9P7N5	plantfungi
4zgp_A	1	204	Q9P7N5	plantfungi
4zgp_A	1	249	Q9P7N5	plantfungi
4zgp_A	129	249	Q9P7N5	plantfungi
4zgp_A	130	208	Q9P7N5	plantfungi
4zgp_A	146	250	Q9P7N5	plantfungi
4zgp_A	170	247	Q9P7N5	plantfungi
4zgp_A	208	250	Q9P7N5	plantfungi
4zgp_A	22	247	Q9P7N5	plantfungi
4zgp_A	55	164	Q9P7N5	plantfungi
4zgp_A	56	249	Q9P7N5	plantfungi
4zhx_A	1	160	P54646	human
4zhx_A	1	267	P54646	human
4zhx_A	17	158	P54646	human
4zhx_A	20	177	P54646	human
4zhx_A	22	140	P54646	human
4zhx_A	24	265	P54646	human
4zhx_A	26	196	P54646	human
4zhx_A	29	222	P54646	human
4zhx_A	3	182	P54646	human
4zhx_A	3	251	P54646	human
4zhx_A	5	96	P54646	human
4zhx_A	50	228	P54646	human
4zhx_A	51	195	P54646	human
4zhx_A	53	262	P54646	human
4zhx_A	6	201	P54646	human
4zhx_A	67	153	P54646	human
4zhx_A	7	220	P54646	human
4zhx_A	80	254	P54646	human
4zj9_A	1	94	Q8ZPY6	bacteria
4zji_A	22	159	Q13153	human
4zki_A	1	74	A0A0M3KKX3	bacteria
4zp0_A	11	368	P0AEY8	bacteria
4zp0_A	58	179	P0AEY8	bacteria
4zp0_A	59	368	P0AEY8	bacteria
4zp6_A	155	369	Q5UEA2	virus
4zp6_A	19	453	Q5UEA2	virus
4zp7_A	1	457	Q5UEA2	virus
4zp7_A	153	399	Q5UEA2	virus
4zp8_A	1	455	Q5UEA2	virus
4zp9_A	1	463	Q5UEA2	virus
4zpa_A	1	463	Q5UEA2	virus
4zpb_A	1	463	Q5UEA2	virus
4zpc_A	1	463	Q5UEA2	virus
4zpc_A	144	381	Q5UEA2	virus
4zpc_A	145	440	Q5UEA2	virus
4zpc_A	232	380	Q5UEA2	virus
4zpc_A	278	384	Q5UEA2	virus
4zpc_A	283	401	Q5UEA2	virus
4zpc_A	38	384	Q5UEA2	virus
4zpc_A	94	460	Q5UEA2	virus
4zpd_A	1	463	Q5UEA2	virus
4zqs_A	1	71	P0CG48	human
4zqs_A	67	77	P0CG48	human
4zrm_A	252	307	Q9WYX9	bacteria
4zrs_A	51	291	E7DJY5	bacteria
4zry_A	1	111	nan	nan
4zry_A	1	90	nan	nan
4ztb_A	1	161	A6MH22	virus
4zu9_A	177	227	O67141	bacteria
4zu9_A	2	211	O67141	bacteria
4zu9_A	34	248	O67141	bacteria
4zu9_A	54	229	O67141	bacteria
4zu9_A	58	261	O67141	bacteria
4zu9_A	6	229	O67141	bacteria
4zu9_A	8	251	O67141	bacteria
4zv6_A	19	262	nan	nan
4zvr_A	6	128	P55210	human
4zwe_A	173	444	Q9Y3Z3	human
4zwe_A	84	440	Q9Y3Z3	human
4zwg_A	176	443	Q9Y3Z3	human
4zyo_A	51	132	O00767	human
4zzx_A	198	248	Q9UGN5	human
4zzz_A	182	286	P09874	human
5a15_A	1	66	Q68DU8	human
5a15_A	1	96	Q68DU8	human
5a22_A	1	1035	P03523	virus
5a22_A	1	1051	P03523	virus
5a22_A	1	1741	P03523	virus
5a22_A	1	1879	P03523	virus
5a22_A	1	1895	P03523	virus
5a22_A	1	1913	P03523	virus
5a22_A	1	1940	P03523	virus
5a22_A	1	1957	P03523	virus
5a22_A	1	1978	P03523	virus
5a22_A	1	2003	P03523	virus
5a22_A	1013	1275	P03523	virus
5a22_A	1039	1274	P03523	virus
5a22_A	1041	1251	P03523	virus
5a22_A	1042	1290	P03523	virus
5a22_A	1047	1174	P03523	virus
5a22_A	1111	1275	P03523	virus
5a22_A	1141	1293	P03523	virus
5a22_A	1141	1670	P03523	virus
5a22_A	1141	1703	P03523	virus
5a22_A	1141	1771	P03523	virus
5a22_A	1141	1858	P03523	virus
5a22_A	1141	1880	P03523	virus
5a22_A	1141	1901	P03523	virus
5a22_A	1141	1928	P03523	virus
5a22_A	1141	1978	P03523	virus
5a22_A	1141	2003	P03523	virus
5a22_A	1142	1755	P03523	virus
5a22_A	1142	1946	P03523	virus
5a22_A	1143	1805	P03523	virus
5a22_A	1158	1316	P03523	virus
5a22_A	1160	1668	P03523	virus
5a22_A	121	1037	P03523	virus
5a22_A	125	1928	P03523	virus
5a22_A	1301	1810	P03523	virus
5a22_A	1301	1829	P03523	virus
5a22_A	1301	1875	P03523	virus
5a22_A	1301	1891	P03523	virus
5a22_A	1301	1907	P03523	virus
5a22_A	1303	1741	P03523	virus
5a22_A	1528	1754	P03523	virus
5a22_A	1533	1671	P03523	virus
5a22_A	1565	1705	P03523	virus
5a22_A	1566	1743	P03523	virus
5a22_A	1604	1743	P03523	virus
5a22_A	1638	1741	P03523	virus
5a22_A	169	1006	P03523	virus
5a22_A	175	1056	P03523	virus
5a22_A	176	1743	P03523	virus
5a22_A	1869	2002	P03523	virus
5a22_A	187	1241	P03523	virus
5a22_A	190	1022	P03523	virus
5a22_A	190	1301	P03523	virus
5a22_A	1932	2003	P03523	virus
5a22_A	197	1040	P03523	virus
5a22_A	237	1038	P03523	virus
5a22_A	276	1012	P03523	virus
5a22_A	280	1243	P03523	virus
5a22_A	307	1050	P03523	virus
5a22_A	310	1287	P03523	virus
5a22_A	312	1025	P03523	virus
5a22_A	321	1006	P03523	virus
5a22_A	325	1084	P03523	virus
5a22_A	417	1100	P03523	virus
5a22_A	433	1006	P03523	virus
5a22_A	433	1175	P03523	virus
5a22_A	451	645	P03523	virus
5a22_A	484	1006	P03523	virus
5a22_A	489	1075	P03523	virus
5a22_A	53	1743	P03523	virus
5a22_A	818	882	P03523	virus
5a5c_A	152	277	nan	nan
5a5c_A	29	260	nan	nan
5a5u_B	170	547	G1SZ03	nonHumanMammal
5a62_A	1	126	K0IM51	bacteria
5a62_A	21	117	K0IM51	bacteria
5a6r_A	1	102	Q8N5Z5	human
5a7g_A	116	211	P23141	human
5a7g_A	137	200	P23141	human
5a7g_A	173	277	P23141	human
5a7g_A	2	528	P23141	human
5a7g_A	25	212	P23141	human
5a7g_A	30	449	P23141	human
5a7g_A	30	508	P23141	human
5a7g_A	52	205	P23141	human
5a7g_A	59	516	P23141	human
5a7g_A	91	201	P23141	human
5a8j_A	18	216	Q4J9H5	bacteria
5a8j_A	23	143	Q4J9H5	bacteria
5a8j_A	34	171	Q4J9H5	bacteria
5a8j_A	34	204	Q4J9H5	bacteria
5a8j_A	36	188	Q4J9H5	bacteria
5a8t_A	1	201	Q67G25	virus
5a8u_A	1	253	P36701	virus
5a96_A	1	250	Q91IE3	virus
5a97_A	1	433	P27318	virus
5a97_A	1	474	P27318	virus
5a98_A	1	236	Q9ELS6	virus
5a9a_A	3	238	Q0MX25	virus
5aa1_A	237	363	Q9HXN1	bacteria
5aa2_A	233	364	Q9HXN1	bacteria
5aa2_B	233	349	Q9HXN1	bacteria
5aaf_A	112	196	O14965	human
5aao_A	7	150	nan	nan
5aar_A	130	186	Q38998	plantfungi
5abx_A	60	168	O61955	invertebrate
5abx_A	85	129	O61955	invertebrate
5acb_C	10	171	Q9NYV4	human
5acb_C	114	240	Q9NYV4	human
5acb_C	116	219	Q9NYV4	human
5acb_C	34	216	Q9NYV4	human
5afu_3	108	303	A0A0J9X2A1	nonHumanMammal
5afu_3	79	312	A0A0J9X2A1	nonHumanMammal
5aie_B	3	150	P15731	plantfungi
5aio_A	5	134	P33339	plantfungi
5ajo_A	18	149	Q10471	human
5ajo_A	57	292	Q10471	human
5ajo_A	58	255	Q10471	human
5ajo_A	58	274	Q10471	human
5ak0_A	166	415	Q16875	human
5ak0_A	231	387	Q16875	human
5amr_A	1307	1360	A5HC98	virus
5amr_A	1307	1657	A5HC98	virus
5amr_A	134	586	A5HC98	virus
5amr_A	1350	1463	A5HC98	virus
5amr_A	1350	1496	A5HC98	virus
5amr_A	1387	1464	A5HC98	virus
5amr_A	1464	1657	A5HC98	virus
5amr_A	2	110	A5HC98	virus
5amr_A	2	1658	A5HC98	virus
5amr_A	414	1488	A5HC98	virus
5amr_A	482	1495	A5HC98	virus
5amr_A	486	592	A5HC98	virus
5amr_A	487	613	A5HC98	virus
5amr_A	578	1288	A5HC98	virus
5amr_A	586	1307	A5HC98	virus
5amr_A	632	1297	A5HC98	virus
5amr_A	718	1496	A5HC98	virus
5amr_A	818	1495	A5HC98	virus
5amr_A	818	1528	A5HC98	virus
5amr_A	831	992	A5HC98	virus
5amr_A	862	1317	A5HC98	virus
5amr_A	920	1243	A5HC98	virus
5ams_A	14	392	P35184	plantfungi
5an8_A	3	147	G1SNM3	nonHumanMammal
5an8_A	3	193	G1SNM3	nonHumanMammal
5anr_B	254	329	P26196	human
5anr_B	284	329	P26196	human
5ao0_A	1	71	Q9Y3Z3	human
5ao2_A	2	310	Q9Y3Z3	human
5ao3_A	170	309	Q9Y3Z3	human
5aoo_C	36	221	Q91QP4	virus
5aoo_C	53	221	Q91QP4	virus
5aor_A	227	704	P24785	invertebrate
5aor_A	238	420	P24785	invertebrate
5aor_A	239	397	P24785	invertebrate
5aor_A	255	393	P24785	invertebrate
5aor_A	29	289	P24785	invertebrate
5aor_A	32	267	P24785	invertebrate
5aor_A	328	623	P24785	invertebrate
5aor_A	489	632	P24785	invertebrate
5aor_A	500	701	P24785	invertebrate
5aor_A	508	630	P24785	invertebrate
5aor_A	534	624	P24785	invertebrate
5aor_A	551	623	P24785	invertebrate
5aor_A	561	648	P24785	invertebrate
5aoy_A	139	240	Q8C9A2	nonHumanMammal
5aoy_A	189	239	Q8C9A2	nonHumanMammal
5apa_A	26	189	Q12797	human
5apa_A	4	195	Q12797	human
5apa_A	61	192	Q12797	human
5aq8_A	29	131	nan	nan
5aq9_A	90	145	nan	nan
5aqa_A	24	139	nan	nan
5aqb_A	1	111	nan	nan
5aqb_A	1	149	nan	nan
5aqb_A	18	113	nan	nan
5aqb_A	70	153	nan	nan
5ax7_A	125	287	Q9UT27	plantfungi
5ax7_A	35	307	Q9UT27	plantfungi
5b26_A	111	163	Q9Z2G6	nonHumanMammal
5b26_A	55	174	Q9Z2G6	nonHumanMammal
5b26_A	6	167	Q9Z2G6	nonHumanMammal
5b26_A	75	174	Q9Z2G6	nonHumanMammal
5b26_A	86	133	Q9Z2G6	nonHumanMammal
5b2r_B	781	980	Q99ZW2	bacteria
5b43_A	854	985	U2UMQ6	bacteria
5b43_A	855	1097	U2UMQ6	bacteria
5b43_A	888	985	U2UMQ6	bacteria
5b43_A	962	1097	U2UMQ6	bacteria
5b4x_B	7	157	Q14114	human
5b7o_A	1	228	B5TV91	invertebrate
