16vp_A	3	304	P06492	virus
3m1c_B	43	124	P28278	virus
3m1c_B	43	89	P28278	virus
3m1c_B	44	140	P28278	virus
3m1c_B	96	140	P28278	virus
3m3t_A	3	308	P0C6U8	virus
3m3v_A	1	307	P0C6U8	virus
3m6s_A	3	326	C5MV42	virus
3m84_A	102	340	Q5NGF2	bacteria
3m8l_A	1	298	A2T4Q0	virus
3m8l_A	16	268	A2T4Q0	virus
3m8l_A	37	201	A2T4Q0	virus
3mag_A	30	208	P07617	virus
3md2_A	1	143	D3TEK8	virus
3mdx_A	1	116	Q2YRG4	bacteria
3mdx_A	92	134	Q2YRG4	bacteria
3mi7_X	1	82	P03120	virus
3mi9_C	1	50	nan	nan
3mko_A	1	104	Q9ICW1	virus
3mp2_A	1	179	P0C6V2	virus
3mp2_A	1	212	P0C6V2	virus
3mp2_A	4	196	P0C6V2	virus
3mwp_A	1	499	P13699	virus
3n0i_A	1	185	Q64823	virus
3n3w_A	104	144	Q9PM40	bacteria
3n3w_A	120	144	Q9PM40	bacteria
3n3w_A	61	145	Q9PM40	bacteria
3n4p_A	1	152	P16732	virus
3n4p_A	1	170	P16732	virus
3n4p_A	1	217	P16732	virus
3n4p_A	149	215	P16732	virus
3n6l_A	1	463	D3K0N8	virus
3n6l_A	17	463	D3K0N8	virus
3n6l_A	406	463	D3K0N8	virus
3n8w_B	2	554	P05979	nonHumanMammal
3n8w_B	59	554	P05979	nonHumanMammal
3ne4_A	260	353	P01009	human
3ng9_D	1	521	Q9WBP8	virus
3noc_D	18	134	nan	nan
3noc_D	27	155	nan	nan
3npf_A	151	257	A7LS31	bacteria
3npf_A	154	279	A7LS31	bacteria
3npf_A	182	266	A7LS31	bacteria
3nt7_C	2	214	P04303	virus
3nt7_C	45	214	P04303	virus
3ntt_A	1	517	Q9YIJ1	virus
3nvn_A	2	384	Q8JL80	virus
3nvn_A	305	384	Q8JL80	virus
3nvn_A	324	384	Q8JL80	virus
3nvx_A	129	221	P21062	virus
3nvx_A	129	282	P21062	virus
3nvx_A	141	306	P21062	virus
3nvx_A	142	264	P21062	virus
3nvx_A	15	274	P21062	virus
3nvx_A	169	302	P21062	virus
3nvx_A	17	204	P21062	virus
3nvx_A	174	270	P21062	virus
3nvx_A	2	100	P21062	virus
3nvx_A	2	236	P21062	virus
3nvx_A	2	302	P21062	virus
3nvx_A	2	380	P21062	virus
3nvx_A	2	57	P21062	virus
3nvx_A	245	324	P21062	virus
3nvx_A	245	380	P21062	virus
3nvx_A	25	171	P21062	virus
3nvx_A	57	204	P21062	virus
3nvx_A	57	236	P21062	virus
3nvx_A	57	256	P21062	virus
3nvx_A	57	307	P21062	virus
3nvx_A	57	345	P21062	virus
3nw8_B	1	607	P06437	virus
3nwa_B	1	608	P06437	virus
3nwf_A	1	606	P06437	virus
3o0z_A	1	153	nan	nan
3o4o_C	1	187	P27930	human
3o4o_C	1	205	P27930	human
3o4o_C	1	316	P27930	human
3o4o_C	188	276	P27930	human
3o4o_C	44	110	P27930	human
3o4o_C	66	202	P27930	human
3o8b_A	465	646	Q99AU2	virus
3o8s_A	17	124	nan	nan
3oa1_A	1	103	P06747	virus
3oa1_A	1	24	P06747	virus
3oa1_A	29	103	P06747	virus
3oah_A	1	520	O56137	virus
3oga_A	26	130	Q8ZNF5	bacteria
3oga_A	26	62	Q8ZNF5	bacteria
3olt_A	140	539	Q05769	nonHumanMammal
3olt_A	3	552	Q05769	nonHumanMammal
3olt_A	38	487	Q05769	nonHumanMammal
3olt_A	58	551	Q05769	nonHumanMammal
3on9_A	1	135	Q7TDW8	virus
3on9_A	1	161	Q7TDW8	virus
3on9_A	104	161	Q7TDW8	virus
3on9_A	2	70	Q7TDW8	virus
3on9_A	34	159	Q7TDW8	virus
3oos_A	215	272	A0A0F7RDE1	bacteria
3oq3_B	1	330	Q9JFS5	virus
3oq3_B	146	236	Q9JFS5	virus
3oq3_B	19	329	Q9JFS5	virus
3oq3_B	202	330	Q9JFS5	virus
3oq3_B	3	130	Q9JFS5	virus
3oq3_B	3	159	Q9JFS5	virus
3ouo_A	1	245	P21700	virus
3ov6_A	260	376	P29016	human
3owg_A	1	121	P23371	virus
3owg_A	1	458	P23371	virus
3owg_A	107	260	P23371	virus
3owg_A	258	458	P23371	virus
3oyi_A	1	369	P14350	virus
3p1g_A	11	157	A1Z651	virus
3p1g_A	57	157	A1Z651	virus
3p3y_A	218	337	O94856	human
3p3y_A	222	391	O94856	human
3p54_A	1	405	P27395	virus
3pbi_A	65	199	P9WHU5	bacteria
3pbi_A	66	164	P9WHU5	bacteria
3pbi_A	66	182	P9WHU5	bacteria
3pbl_A	355	427	P35462	human
3pe6_A	15	144	Q99685	human
3pe6_A	31	232	Q99685	human
3pe6_A	53	288	Q99685	human
3pe6_A	90	211	Q99685	human
3phf_B	1	109	P03212	virus
3phf_B	1	83	P03212	virus
3pmk_A	2	405	B7UCZ2	virus
3pmk_N	1	31	nan	nan
3po3_S	1	165	P07273	plantfungi
3po3_S	23	165	P07273	plantfungi
3po3_S	62	164	P07273	plantfungi
3pov_A	1	446	P88925	virus
3pov_A	118	434	P88925	virus
3pov_A	60	446	P88925	virus
3pov_A	93	434	P88925	virus
3pvd_A	1	300	Q91H09	virus
3pvd_A	50	300	Q91H09	virus
3q1p_A	86	179	Q81EE8	bacteria
3q8k_A	1	266	P39748	human
3qe9_Y	1	234	Q9UQ84	human
3qfq_A	4	120	E2IPT4	virus
3qgh_A	1	513	P26664	virus
3qgh_A	1	560	P26664	virus
3qio_A	3	137	P04585	virus
3qo9_A	1	554	P03366	virus
3qqc_A	65	299	Q8U0M5	bacteria
3qqc_A	66	276	Q8U0M5	bacteria
3qsq_A	1	217	Q9IFX1	virus
3r0r_A	24	194	Q805N7	virus
3r24_A	1	293	P0C6X7	virus
3r24_A	2	73	P0C6X7	virus
3r24_A	210	293	P0C6X7	virus
3r24_A	57	210	P0C6X7	virus
3r3l_A	1	514	Q9DQX7	virus
3r3l_A	85	513	Q9DQX7	virus
3r6j_A	4	306	Q54AD6	virus
3r6j_A	55	306	Q54AD6	virus
3r6j_A	78	306	Q54AD6	virus
3ra8_A	1	520	Q8JQF8	virus
3rd5_A	9	74	Q741V7	bacteria
3rki_A	1	442	P03420	virus
3rlf_A	16	220	P68187	bacteria
3rt3_C	1	95	P03502	virus
3rvb_A	1	444	P26663	virus
3rvb_A	129	274	P26663	virus
3rvb_A	134	231	P26663	virus
3rvb_A	145	274	P26663	virus
3rvb_A	149	255	P26663	virus
3rvb_A	164	274	P26663	virus
3rvb_A	173	222	P26663	virus
3rvb_A	188	274	P26663	virus
3rvb_A	231	433	P26663	virus
3rvb_A	96	165	P26663	virus
3s11_A	3	323	Q9Q0U6	virus
3s12_A	2	319	Q80A30	virus
3s3n_A	1	369	P14350	virus
3s3o_A	1	369	P14350	virus
3s3v_A	4	143	P00374	human
3s4r_A	1	89	nan	nan
3s7v_A	1	258	P0DOI2	virus
3s7x_A	4	264	A5HBD5	virus
3s88_I	1	238	Q7T9D9	virus
3s88_J	1	107	Q7T9D9	virus
3s88_J	1	20	Q7T9D9	virus
3s88_J	1	48	Q7T9D9	virus
3s88_J	20	107	Q7T9D9	virus
3s8a_A	1	665	P21524	plantfungi
3s8a_A	113	608	P21524	plantfungi
3s8a_A	115	576	P21524	plantfungi
3s8a_A	122	625	P21524	plantfungi
3s8a_A	123	665	P21524	plantfungi
3s8a_A	136	556	P21524	plantfungi
3s8a_A	140	665	P21524	plantfungi
3s8a_A	17	665	P21524	plantfungi
3s8a_A	209	556	P21524	plantfungi
3s8a_A	289	534	P21524	plantfungi
3s8a_A	306	534	P21524	plantfungi
3s8a_A	306	665	P21524	plantfungi
3s8a_A	317	556	P21524	plantfungi
3s8a_A	52	665	P21524	plantfungi
3s8a_A	68	665	P21524	plantfungi
3s8a_A	73	633	P21524	plantfungi
3s8a_A	88	664	P21524	plantfungi
3sam_A	12	542	P68440	virus
3saq_A	14	466	P68440	virus
3sdl_A	1	96	P03502	virus
3sfg_A	1	464	Q80J95	virus
3sjo_A	1	180	E0WWC7	virus
3sln_A	1	310	Q5EGK8	virus
3sln_A	53	310	Q5EGK8	virus
3so2_A	1	116	E1ZRW6	plantfungi
3sob_L	1	195	nan	nan
3sob_L	1	211	nan	nan
3sob_L	5	142	nan	nan
3sv0_A	202	294	Q8LR51	plantfungi
3sv0_A	67	207	Q8LR51	plantfungi
3t1e_A	1	40	P12554	virus
3t5n_A	1	283	Q5S585	virus
3t5n_A	1	85	Q5S585	virus
3t5q_A	1	307	Q5S585	virus
3tb9_A	1	644	P21524	plantfungi
3tb9_A	100	593	P21524	plantfungi
3tb9_A	102	535	P21524	plantfungi
3tb9_A	102	555	P21524	plantfungi
3tb9_A	108	644	P21524	plantfungi
3tb9_A	127	644	P21524	plantfungi
3tb9_A	177	644	P21524	plantfungi
3tb9_A	255	535	P21524	plantfungi
3tb9_A	255	622	P21524	plantfungi
3tb9_A	286	514	P21524	plantfungi
3tb9_A	287	635	P21524	plantfungi
3tb9_A	304	549	P21524	plantfungi
3tb9_A	352	639	P21524	plantfungi
3tb9_A	39	644	P21524	plantfungi
3tb9_A	55	644	P21524	plantfungi
3tb9_A	60	612	P21524	plantfungi
3tb9_A	74	644	P21524	plantfungi
3tb9_A	92	644	P21524	plantfungi
3tbk_A	22	175	Q6Q899	nonHumanMammal
3tcq_A	1	231	B0LPL6	virus
3te6_A	42	305	P06701	plantfungi
3tg6_A	1	418	Q1K9H2	virus
3tg7_A	1	520	P04133	virus
3tg7_A	1	856	P04133	virus
3tg7_A	1	890	P04133	virus
3tg7_A	38	520	P04133	virus
3tg7_A	520	578	P04133	virus
3tg7_A	578	801	P04133	virus
3tia_A	1	389	Q194T1	virus
3tia_A	35	367	Q194T1	virus
3tj0_A	1	459	C4LQ26	virus
3tje_F	1	94	P25445	human
3tki_A	4	261	O14757	human
3tn2_A	2	69	P13236	human
3tnu_A	1	71	nan	nan
3tnu_A	1	91	nan	nan
3tnu_B	1	80	nan	nan
3tnu_B	1	96	nan	nan
3trt_A	1	75	nan	nan
3ttj_A	11	210	P53779	human
3ttj_A	115	165	P53779	human
3ttj_A	23	181	P53779	human
3tui_C	19	221	P30750	bacteria
3tzi_A	140	539	Q05769	nonHumanMammal
3tzi_A	3	552	Q05769	nonHumanMammal
3tzi_A	38	487	Q05769	nonHumanMammal
3tzi_A	58	551	Q05769	nonHumanMammal
3u0o_A	58	311	P16456	bacteria
3u1i_B	13	169	Q5UB51	virus
3u1j_A	1	21	nan	nan
3u4o_A	1	510	O92972	virus
3u4o_A	1	564	O92972	virus
3u82_A	1	232	Q69091	virus
3uaj_B	1	274	P09866	virus
3uaj_B	1	372	P09866	virus
3ub0_A	2	191	Q98VG9	virus
3ub0_B	1	83	Q98VG9	virus
3ube_A	1	324	C3W5S1	virus
3upf_A	1	462	Q80J95	virus
3uqs_A	113	351	Q80J95	virus
3uqs_A	138	417	Q80J95	virus
3uqs_A	144	397	Q80J95	virus
3uqs_A	156	421	Q80J95	virus
3ur6_A	2	165	Q83883	virus
3uto_A	467	560	Q23551	invertebrate
3uto_A	485	551	Q23551	invertebrate
3ux1_A	1	519	Q6JC40	virus
3v4r_A	28	141	P37954	bacteria
3v4r_A	400	555	P37954	bacteria
3v4r_A	416	558	P37954	bacteria
3v6z_E	1	149	Q9QMH8	virus
3v7o_A	1	127	Q8JPX6	virus
3vbf_A	1	60	B2ZUN0	virus
3vbf_A	34	208	B2ZUN0	virus
3vbf_C	1	199	B2ZUN0	virus
3vbf_C	1	243	B2ZUN0	virus
3vbf_C	94	243	B2ZUN0	virus
3vc8_A	1	82	P0C6X9	virus
3vcb_A	1	90	P0C6X9	virus
3vdd_D	1	37	nan	nan
3ve0_J	1	106	Q66814	virus
3ve0_J	1	48	Q66814	virus
3ve0_J	20	106	Q66814	virus
3ve0_J	40	105	Q66814	virus
3vkw_A	109	418	P03587	virus
3vkw_A	154	418	P03587	virus
3vne_A	1	219	Q5XX02	virus
3vop_A	1	41	nan	nan
3vpi_A	1	98	Q9I2Q1	bacteria
3vpm_A	98	278	P31350	human
3vpo_A	38	283	P31350	human
3vpo_A	98	278	P31350	human
3vun_A	1	320	P03437	virus
3vw7_A	7	443	P25116	human
3vws_A	1	593	Q6YMS4	virus
3w06_A	67	123	Q9SZU7	plantfungi
3w95_A	1	150	Q66479	virus
3w95_A	22	150	Q66479	virus
3w9e_C	1	14	Q69467	virus
3w9e_C	1	148	Q69467	virus
3w9e_C	1	230	Q69467	virus
3w9e_C	27	201	Q69467	virus
3w9e_C	38	162	Q69467	virus
3w9e_C	68	158	Q69467	virus
3whe_A	1	345	T2HNI1	virus
3whe_A	1	494	T2HNI1	virus
3whe_A	345	459	T2HNI1	virus
3wi7_A	66	133	Q8U671	bacteria
3wmg_A	357	588	M1VAN7	plantfungi
3wmg_A	483	542	M1VAN7	plantfungi
3wrn_A	1	181	P03134	virus
3wrn_A	1	249	P03134	virus
3wuz_A	5	98	Q9UKJ1	human
3wwt_B	1	108	P04862	virus
3x2d_B	1	13	nan	nan
3zd0_A	7	86	Q9WLK8	virus
3zdo_A	1	64	nan	nan
3zdp_A	1	463	P15682	virus
3zf6_A	1	154	A4ZF98	virus
3zf6_A	1	170	A4ZF98	virus
3zf6_A	1	81	A4ZF98	virus
3zf6_A	1	97	A4ZF98	virus
3zgc_A	45	248	Q14145	human
3zif_A	1	534	P03278	virus
3zif_A	1	867	P03278	virus
3zif_A	1	904	P03278	virus
3zif_A	533	592	P03278	virus
3zif_M	1	451	O71096	virus
3zl9_A	10	227	H2AM13	virus
3znk_A	1	322	Q6DQ34	virus
3zo0_A	1	200	P01863	nonHumanMammal
3zp0_E	1	322	Q6DQ34	virus
3zp2_E	1	322	Q6DQ34	virus
3zp3_E	1	322	Q6DQ34	virus
3zp6_E	1	322	Q6DQ34	virus
3zpa_E	1	322	Q6DQ34	virus
3zsc_A	23	249	Q9WYR4	bacteria
3ztj_A	1	319	Q91MA7	virus
3zv8_A	1	124	A1E4A3	virus
3zv8_A	1	184	A1E4A3	virus
3zx6_A	1	256	P02942	bacteria
3zye_A	103	182	Q5UEA2	virus
4a0k_B	1	22	nan	nan
4a2q_A	531	619	D3TI84	nonMammalVertebrate
4a2q_A	551	619	D3TI84	nonMammalVertebrate
4a2q_A	568	619	D3TI84	nonMammalVertebrate
4a2q_A	588	619	D3TI84	nonMammalVertebrate
4a2w_A	568	620	D3TI84	nonMammalVertebrate
4a2w_A	588	620	D3TI84	nonMammalVertebrate
4a92_A	1	640	P26663	virus
4a92_A	17	205	P26663	virus
4a92_A	17	640	P26663	virus
4a92_A	193	343	P26663	virus
4a92_A	194	366	P26663	virus
4a92_A	45	210	P26663	virus
4adg_A	1	433	P08563	virus
4adp_A	1	515	P26660	virus
4adp_A	1	565	P26660	virus
4adp_A	116	399	P26660	virus
4adp_A	280	371	P26660	virus
4adp_A	515	565	P26660	virus
4aep_A	1	564	Q99IB8	virus
4aep_A	2	527	Q99IB8	virus
4aep_A	280	371	Q99IB8	virus
4aep_A	3	544	Q99IB8	virus
4ap2_A	1	204	Q9NVR0	human
4ap2_A	82	228	Q9NVR0	human
4aqq_A	1	463	Q2Y0H9	virus
4atz_A	6	183	nan	nan
4aw2_A	133	250	O54874	nonHumanMammal
4aw2_A	149	228	O54874	nonHumanMammal
4aw2_A	170	228	O54874	nonHumanMammal
4aw2_A	179	266	O54874	nonHumanMammal
4aw2_A	374	398	O54874	nonHumanMammal
4awf_A	25	185	C3W5S0	virus
4awf_A	5	185	C3W5S0	virus
4ayb_B	1005	1103	B8YB55	bacteria
4ayb_B	17	480	B8YB55	bacteria
4ayb_B	261	475	B8YB55	bacteria
4ayb_B	409	473	B8YB55	bacteria
4ayb_C	239	343	B8YB54	bacteria
4ayb_C	56	376	B8YB54	bacteria
4ayc_A	52	137	O76064	human
4b3o_A	1	541	P04585	virus
4b3p_A	1	520	P04585	virus
4b3p_B	11	405	P04585	virus
4b3q_A	1	544	P04585	virus
4b6e_A	1	196	P26663	virus
4b6e_A	1	645	P26663	virus
4b6e_A	177	332	P26663	virus
4b6e_A	177	350	P26663	virus
4b6e_A	200	391	P26663	virus
4b6e_A	28	196	P26663	virus
4b6e_A	282	334	P26663	virus
4b6e_A	282	350	P26663	virus
4b6e_A	416	630	P26663	virus
4b6e_A	432	630	P26663	virus
4b6e_A	470	630	P26663	virus
4b6e_A	9	602	P26663	virus
4b75_A	1	646	P26663	virus
4b75_A	17	646	P26663	virus
4b75_A	192	340	P26663	virus
4b75_A	214	308	P26663	virus
4b75_A	34	646	P26663	virus
4b75_A	44	212	P26663	virus
4b7j_A	1	388	F8UU09	virus
4b7j_A	33	382	F8UU09	virus
4b7q_A	1	388	C7FH46	virus
4b7q_A	33	382	C7FH46	virus
4bac_B	1	112	P14350	virus
4bac_B	1	185	P14350	virus
4bac_B	114	184	P14350	virus
4bfi_B	1	203	O54901	nonHumanMammal
4bfi_B	12	130	O54901	nonHumanMammal
4bfi_B	12	94	O54901	nonHumanMammal
4bgq_A	5	240	O76039	human
4bgq_A	5	274	O76039	human
4bgz_A	1	320	Q207Z6	virus
4bh2_A	3	325	Q5EP31	virus
4bip_B	1	225	I1T315	virus
4bip_B	56	255	I1T315	virus
4bip_C	36	192	I1T318	virus
4bip_C	54	142	I1T318	virus
4bip_C	56	194	I1T318	virus
4bsa_A	1	318	M4YV75	virus
4bsg_A	1	318	Q6GYW3	virus
4by1_B	490	1103	P08518	plantfungi
4by1_B	648	1005	P08518	plantfungi
4by1_B	696	1034	P08518	plantfungi
4by1_B	715	1039	P08518	plantfungi
4by1_B	836	1039	P08518	plantfungi
4by1_B	952	1039	P08518	plantfungi
4c0u_A	11	226	A9X4C2	virus
4c11_A	1	594	Q6YMS4	virus
4c11_B	1	604	Q6YMS4	virus
4c16_A	207	279	P16581	human
4c2m_B	10	546	P22138	plantfungi
4c2m_B	476	539	P22138	plantfungi
4c3b_A	32	166	P04545	virus
4c3b_A	5	166	P04545	virus
4c53_A	1	102	Q8AYW1	virus
4c6r_A	41	163	Q9XGM3	plantfungi
4cc9_B	1	50	P19508	virus
4cc9_B	1	87	P19508	virus
4cc9_B	50	98	P19508	virus
4ccf_A	1	266	P03420	virus
4cdg_C	1	103	nan	nan
4cdq_A	1	298	B2ZUN0	virus
4cdq_A	1	62	B2ZUN0	virus
4cdq_A	80	298	B2ZUN0	virus
4chb_A	31	93	O95198	human
4cj9_A	1	392	E5AV36	bacteria
4cj9_A	100	428	E5AV36	bacteria
4cj9_A	100	467	E5AV36	bacteria
4cj9_A	100	537	E5AV36	bacteria
4cj9_A	101	370	E5AV36	bacteria
4cj9_A	101	411	E5AV36	bacteria
4cj9_A	102	242	E5AV36	bacteria
4cj9_A	102	485	E5AV36	bacteria
4cj9_A	116	394	E5AV36	bacteria
4cj9_A	117	370	E5AV36	bacteria
4cj9_A	117	428	E5AV36	bacteria
4cj9_A	117	507	E5AV36	bacteria
4cj9_A	119	488	E5AV36	bacteria
4cj9_A	120	175	E5AV36	bacteria
4cj9_A	132	403	E5AV36	bacteria
4cj9_A	132	625	E5AV36	bacteria
4cj9_A	133	361	E5AV36	bacteria
4cj9_A	134	304	E5AV36	bacteria
4cj9_A	134	472	E5AV36	bacteria
4cj9_A	134	668	E5AV36	bacteria
4cj9_A	135	288	E5AV36	bacteria
4cj9_A	136	237	E5AV36	bacteria
4cj9_A	136	688	E5AV36	bacteria
4cj9_A	151	460	E5AV36	bacteria
4cj9_A	151	492	E5AV36	bacteria
4cj9_A	165	327	E5AV36	bacteria
4cj9_A	165	635	E5AV36	bacteria
4cj9_A	165	692	E5AV36	bacteria
4cj9_A	169	460	E5AV36	bacteria
4cj9_A	182	337	E5AV36	bacteria
4cj9_A	185	492	E5AV36	bacteria
4cj9_A	198	326	E5AV36	bacteria
4cj9_A	198	753	E5AV36	bacteria
4cj9_A	199	271	E5AV36	bacteria
4cj9_A	200	422	E5AV36	bacteria
4cj9_A	202	460	E5AV36	bacteria
4cj9_A	215	707	E5AV36	bacteria
4cj9_A	232	753	E5AV36	bacteria
4cj9_A	234	403	E5AV36	bacteria
4cj9_A	237	259	E5AV36	bacteria
4cj9_A	249	750	E5AV36	bacteria
4cj9_A	265	693	E5AV36	bacteria
4cj9_A	266	753	E5AV36	bacteria
4cj9_A	282	459	E5AV36	bacteria
4cj9_A	311	427	E5AV36	bacteria
4cj9_A	33	394	E5AV36	bacteria
4cj9_A	35	428	E5AV36	bacteria
4cj9_A	363	445	E5AV36	bacteria
4cj9_A	395	753	E5AV36	bacteria
4cj9_A	412	725	E5AV36	bacteria
4cj9_A	50	394	E5AV36	bacteria
4cj9_A	51	370	E5AV36	bacteria
4cj9_A	549	652	E5AV36	bacteria
4cj9_A	560	753	E5AV36	bacteria
4cj9_A	629	701	E5AV36	bacteria
4cj9_A	629	753	E5AV36	bacteria
4cj9_A	647	701	E5AV36	bacteria
4cj9_A	65	509	E5AV36	bacteria
4cj9_A	66	403	E5AV36	bacteria
4cj9_A	66	493	E5AV36	bacteria
4cj9_A	68	339	E5AV36	bacteria
4cj9_A	68	362	E5AV36	bacteria
4cj9_A	83	428	E5AV36	bacteria
4cj9_A	84	362	E5AV36	bacteria
4cj9_A	99	606	E5AV36	bacteria
4cke_A	1	309	P04298	virus
4cke_A	1	803	P04298	virus
4cke_A	26	309	P04298	virus
4cke_A	26	803	P04298	virus
4cke_A	322	520	P04298	virus
4cke_A	510	803	P04298	virus
4cke_A	526	803	P04298	virus
4cke_B	1	285	P04318	virus
4cl1_A	1	138	K4KA16	virus
4cl1_A	1	62	K4KA16	virus
4cl1_A	62	155	K4KA16	virus
4co6_A	1	331	Q9IK92	virus
4co6_A	1	40	Q9IK92	virus
4co6_A	40	331	Q9IK92	virus
4co6_D	1	41	Q9IK91	virus
4cpl_A	1	391	C0LT34	virus
4cpy_A	1	391	U5XBU0	virus
4cqp_A	1	322	Q6DQ34	virus
4cqs_A	1	322	Q6DQ34	virus
4cqv_A	3	323	Q207Z6	virus
4cqz_A	1	322	Q6DQ34	virus
4cr0_A	1	322	Q6DQ34	virus
4cs7_A	1	167	Q8QN58	virus
4cs7_A	25	167	Q8QN58	virus
4cwu_T	13	73	nan	nan
4cwu_U	1	108	nan	nan
4cwu_U	1	144	nan	nan
4cwu_U	1	57	nan	nan
4cwu_U	1	91	nan	nan
4cwu_U	113	143	nan	nan
4cwu_U	57	144	nan	nan
4cwu_U	91	144	nan	nan
4cym_D	30	168	Q96NW4	human
4czu_A	25	162	Q93VD3	plantfungi
4czu_A	35	271	Q93VD3	plantfungi
4czu_A	6	272	Q93VD3	plantfungi
4czu_A	7	163	Q93VD3	plantfungi
4d2l_A	1	17	O57173	virus
4d2q_A	323	440	nan	nan
4d4t_A	3	248	P0DOE6	virus
4d5r_A	66	151	P31037	virus
4d5s_A	1	144	P31037	virus
4d5s_A	1	61	P31037	virus
4d5s_A	1	97	P31037	virus
4d5s_A	61	144	P31037	virus
4d6w_A	2	408	P13180	virus
4d9j_A	335	390	P03485	virus
4d9o_A	1	188	Q91DD5	virus
4dag_A	1	384	G3KCK8	virus
4dcd_A	4	185	P03300	virus
4dcg_A	1	292	P07617	virus
4dj6_A	1	317	Q6VMK1	virus
4djb_A	21	119	P04489	virus
4djb_A	3	119	P04489	virus
4dkl_A	362	443	P42866	nonHumanMammal
4dkl_A	383	436	P42866	nonHumanMammal
4doh_A	8	153	Q9NYY1	human
4dot_A	1	103	P53816	human
4dys_A	2	442	G8XKZ6	virus
4dyt_A	1	433	Q1K9H2	virus
4e0i_A	37	153	P27882	plantfungi
4e0i_A	54	151	P27882	plantfungi
4e1g_A	1	552	Q05769	nonHumanMammal
4e1g_A	140	539	Q05769	nonHumanMammal
4e1g_A	38	487	Q05769	nonHumanMammal
4e1g_A	58	551	Q05769	nonHumanMammal
4e5x_G	1	100	P68979	virus
4e76_A	117	400	Q99IB8	virus
4e76_A	2	508	Q99IB8	virus
4e76_A	2	545	Q99IB8	virus
4e9o_X	1	206	Q1M1K6	virus
4e9o_X	1	231	Q1M1K6	virus
4e9o_X	211	230	Q1M1K6	virus
4eaw_A	1	560	O92972	virus
4eaw_A	3	524	O92972	virus
4eee_A	1	116	Q9DHU8	virus
4egb_A	1	223	nan	nan
4egb_A	1	256	nan	nan
4egb_A	1	311	nan	nan
4egb_A	130	257	nan	nan
4egb_A	55	248	nan	nan
4ei6_A	4	188	nan	nan
4eij_A	1	64	nan	nan
4eij_A	20	64	nan	nan
4ekf_A	126	192	P03252	virus
4ekf_A	2	48	P03252	virus
4ekx_C	4	101	Q9DHU8	virus
4env_A	1	143	P21179	bacteria
4eo6_A	3	510	P26663	virus
4eo6_A	3	558	P26663	virus
4eoz_A	67	114	O43791	human
4eyz_A	25	213	M9MMP4	bacteria
4eyz_A	74	213	M9MMP4	bacteria
4f15_A	1	223	C5MQE6	virus
4f3z_A	1	321	Q8QT89	virus
4f4c_A	1041	1234	P34712	invertebrate
4fa8_A	1	103	P0CW72	virus
4fa8_A	1	189	P0CW72	virus
4fa8_A	103	189	P0CW72	virus
4fb3_A	1	116	P0DOJ6	virus
4ffe_X	2	151	Q8QN43	virus
4ffe_X	2	73	Q8QN43	virus
4fg0_A	1	387	P09732	virus
4fg0_A	282	387	P09732	virus
4fhq_A	1	102	Q92956	human
4fhq_A	1	64	Q92956	human
4fhq_A	2	84	Q92956	human
4fhq_A	31	102	Q92956	human
4fi5_A	3	72	P05133	virus
4fie_A	32	229	O96013	human
4fie_A	33	298	O96013	human
4fie_A	41	212	O96013	human
4fie_A	52	292	O96013	human
4fie_A	73	290	O96013	human
4fie_A	82	179	O96013	human
4fm5_A	1	553	Q05769	nonHumanMammal
4fm5_A	140	539	Q05769	nonHumanMammal
4fm5_A	38	487	Q05769	nonHumanMammal
4fm5_A	58	552	Q05769	nonHumanMammal
4fmg_A	1	272	C0JPK1	virus
4fqk_A	7	338	C0LT38	virus
4fqk_B	1	17	C0LT38	virus
4fqp_A	207	307	P15151	human
4fqp_A	3	291	P15151	human
4fqp_A	75	302	P15151	human
4fqv_A	1	317	Q6VMK1	virus
4fvb_A	1	139	A9XG43	virus
4g0r_A	480	555	P03136	virus
4g1g_A	1	298	P11206	virus
4g1g_A	13	330	P11206	virus
4g2k_A	35	108	P35254	virus
4gb3_1	1	255	F8VA14	virus
4gb3_1	1	38	F8VA14	virus
4gb3_1	56	270	F8VA14	virus
4gb3_1	88	242	F8VA14	virus
4gb3_1	99	259	F8VA14	virus
4gb3_2	1	227	F8VA14	virus
4gb3_2	1	49	F8VA14	virus
4gb3_3	1	158	F8VA14	virus
4gb3_3	1	195	F8VA14	virus
4gb3_3	1	239	F8VA14	virus
4gb3_3	43	239	F8VA14	virus
4gbt_A	1	553	P03136	virus
4gdf_A	1	134	P03070	virus
4gdf_A	1	498	P03070	virus
4gdf_A	100	498	P03070	virus
4gdf_A	270	401	P03070	virus
4gdf_A	279	418	P03070	virus
4gdf_A	286	401	P03070	virus
4gdf_A	287	354	P03070	virus
4gdf_A	287	434	P03070	virus
4gel_A	31	191	Q9VKD7	invertebrate
4gel_A	32	170	Q9VKD7	invertebrate
4gel_A	33	154	Q9VKD7	invertebrate
4gel_A	50	185	Q9VKD7	invertebrate
4gel_A	6	170	Q9VKD7	invertebrate
4gel_A	61	168	Q9VKD7	invertebrate
4gel_A	65	152	Q9VKD7	invertebrate
4gel_A	66	185	Q9VKD7	invertebrate
4gel_A	98	191	Q9VKD7	invertebrate
4ghl_A	3	133	Q03039	virus
4gip_D	1	376	P04849	virus
4giz_C	1	143	P03126	virus
4gjt_A	12	412	Q786F2	virus
4gjw_A	1	97	Q9IK91	virus
4gjw_A	54	97	Q9IK91	virus
